source,source_domain,url,bias_score,factual_reporting_score
Democracy 21,democracy21.org,https://mediabiasfactcheck.com/democracy-21/,-14,2
Democracy Chronicles,democracychronicles.org,https://mediabiasfactcheck.com/democracy-chronicles/,-22,2
Democracy Guardian,democracyguardian.com,https://mediabiasfactcheck.com/democracy-guardian/,-26,1
Democracy Now,democracynow.org,https://mediabiasfactcheck.com/democracy-now/,-20,2
Democrat and Chronicle,democratandchronicle.com,https://mediabiasfactcheck.com/democrat-and-chronicle/,-9,2
Democratic Moms,democraticmoms.com,https://mediabiasfactcheck.com/democratic-moms/,-31,-1
Democratic Review,democraticreview.com,https://mediabiasfactcheck.com/democratic-review/,-30,-1
Democratic Underground,democraticunderground.com,https://mediabiasfactcheck.com/democratic-underground/,-25,0
Demos,demos.org,https://mediabiasfactcheck.com/demos/,-9,2
Denton Record-Chronicle,dentonrc.com,https://mediabiasfactcheck.com/denton-record-chronicle/,-3,2
Denver Post,denverpost.com,https://mediabiasfactcheck.com/denver-post/,-11,2
Denver Westword,westword.com,https://mediabiasfactcheck.com/denver-westword/,-15,2
Departed (Maganews.com),trumpers.online,https://mediabiasfactcheck.com/departed-maganews-com/,32,-2
Deplorable Movement 2020,deplorablemovement2020.news,https://mediabiasfactcheck.com/deplorable-movement-2020/,32,-1
Deplorables Report,deplorablesreport.com,https://mediabiasfactcheck.com/deplorables-report/,22,0
Des Moines Register,desmoinesregister.com,https://mediabiasfactcheck.com/the-des-moines-register/,-3,2
Deseret News,deseret.com,https://mediabiasfactcheck.com/deseret-news/,15,2
Desert Sun,desertsun.com,https://mediabiasfactcheck.com/desert-sun/,4.5,2
Deshabhimani,deshabhimani.com,https://mediabiasfactcheck.com/deshabhimani/,-25,0
DeSmog,desmogblog.com,https://mediabiasfactcheck.com/desmog/,-16,2
Detroit Free Press,freep.com,https://mediabiasfactcheck.com/detroit-free-press/,-10,2
Detroit Metro News,metrotimes.com,https://mediabiasfactcheck.com/detroit-metro-times/,-21,2
Detroit News,detroitnews.com,https://mediabiasfactcheck.com/detroit-news/,12,2
Die Hard Democrat,dieharddemocrat.com,https://mediabiasfactcheck.com/die-hard-democrat/,-24,2
Die Zeit,zeit.de,https://mediabiasfactcheck.com/die-zeit/,-7,2
DifferenceBetween.net,differencebetween.net,https://mediabiasfactcheck.com/differencebetween-net/,0,3
Digg,digg.com,https://mediabiasfactcheck.com/digg/,-8,1
Digital Journal,digitaljournal.com, https://mediabiasfactcheck.com/digital-journal/,-1,2
Diply,diply.com,https://mediabiasfactcheck.com/diply/,-10,0
Disclose TV,disclose.tv,https://mediabiasfactcheck.com/disclose-tv/,12.0,-1
Discover Magazine,discovermagazine.com,https://mediabiasfactcheck.com/discover-magazine/,0,2
Discover the Networks,discoverthenetworks.org,https://mediabiasfactcheck.com/discover-the-networks/,28,-1
DiscoveryTheWord.com,discoverytheword.com,https://mediabiasfactcheck.com/discoverytheword-com/,-10,0
Disobedient Media,disobedientmedia.com,https://mediabiasfactcheck.com/disobedient-media/,20.8,0
Dissent Magazine,dissentmagazine.org,https://mediabiasfactcheck.com/dissent-magazine/,-23,2
DiversityInc,diversityinc.com,https://mediabiasfactcheck.com/diversityinc/,-10,2
DoctorOz.com (Dr. Oz),doctoroz.com,https://mediabiasfactcheck.com/doctoroz-com/,5.1,0
Doctors Without Borders,doctorswithoutborders.org,https://mediabiasfactcheck.com/doctors-without-borders/,0,2
Donald Trump News,donaldtrumpnews.co,https://mediabiasfactcheck.com/donald-trump-news/,33,-2
Donald Trump Potus 45,donaldtrumppotus45.com,https://mediabiasfactcheck.com/donald-trump-potus-45/,32,-1
Doubtful News,doubtfulnews.com,https://mediabiasfactcheck.com/doubtful-news/,0,3
Downsizing the Federal Government,downsizinggovernment.org,https://mediabiasfactcheck.com/downsizing-the-federal-government/,14,2
Downtrend,downtrend.com,https://mediabiasfactcheck.com/downtrend/,30,-1
DPA German Press Agency,dpa.com,https://mediabiasfactcheck.com/dpa-german-press-agency/,-2,2
Dr. Axe,draxe.com,https://mediabiasfactcheck.com/dr-axe/,10.5,0
Draining the Swamp,drainingtheswamp.info,https://mediabiasfactcheck.com/draining-the-swamp/,32,-1
Drudge Report,drudgereport.com,https://mediabiasfactcheck.com/drudge-report/,16,0
Drudge Retort,drudge.com,https://mediabiasfactcheck.com/drudge-retort/,-21,0
Duluth News Tribune,duluthnewstribune.com,https://mediabiasfactcheck.com/duluth-news-tribune/,-3,2
Dutch Daily News,dutchdailynews.com,https://mediabiasfactcheck.com/dutch-daily-news/,-10,1
Dutch Review,dutchreview.com,https://mediabiasfactcheck.com/dutch-review/,-11,0
DW News,dw.com,https://mediabiasfactcheck.com/dw-news/,-6,2
Eagle PAC,eagleactionreport.com,https://mediabiasfactcheck.com/eagle-pac/,26,0
Eagle Pass News Leader,epnewsleader.com,https://mediabiasfactcheck.com/eagle-pass-news-leader/,23,0
Eagle Rising,eaglerising.com,https://mediabiasfactcheck.com/eagle-rising/,29,-1
Eagle Tribune,eagletribune.com,https://mediabiasfactcheck.com/eagle-tribune/,1,2
Earth & Sky,earthsky.org,https://mediabiasfactcheck.com/earth-sky/,0,2
Earth First Journal,earthfirstjournal.org,https://mediabiasfactcheck.com/earth-first-journal/,-24,0
Earth Institute,earth.columbia.edu,https://mediabiasfactcheck.com/earth-institute/,-7,2
Earth Magazine,earthmagazine.org,https://mediabiasfactcheck.com/earth-magazine/,0,3
Earth We are One (EWAO),ewao.com,https://mediabiasfactcheck.com/earth-one-ewao/,-4.9,-1
EarthJustice,earthjustice.org,https://mediabiasfactcheck.com/earthjustice/,-15,2
EarthNews-Conservative News,earthnews2016.com,https://mediabiasfactcheck.com/earthnews-conservative-news/,-31,0
East Bay Times,eastbaytimes.com,https://mediabiasfactcheck.com/east-bay-times/,-7,2
Econofact,econofact.org,https://mediabiasfactcheck.com/econofact/,-7,2
Economic Policy Institute,epi.org,https://mediabiasfactcheck.com/economic-policy-institute/,-11,2
EconomicPolicyJournal.com,economicpolicyjournal.com,https://mediabiasfactcheck.com/economicpolicyjournal-com/,22,2
Economics.Help,economicshelp.org,https://mediabiasfactcheck.com/economics-help/,-11,2
Economy in Crisis,economyincrisis.org,https://mediabiasfactcheck.com/economy-in-crisis/,-23,0
Ecowatch,ecowatch.com,https://mediabiasfactcheck.com/ecowatch/,-20,2
Edge Foundation,edge.org,https://mediabiasfactcheck.com/edge-foundation/,0,3
Edmonton Journal,edmontonjournal.com,https://mediabiasfactcheck.com/edmonton-journal/,8,2
Edmonton Sun,edmontonsun.com,https://mediabiasfactcheck.com/edmonton-sun/,14,2
Educate Inspire Change,educateinspirechange.org,https://mediabiasfactcheck.com/educate-inspire-change/,-0.5,0
Egberto Willies,egbertowillies.com,https://mediabiasfactcheck.com/egbertowillies/,-26,2
Egypt Today,egypttoday.com,https://mediabiasfactcheck.com/egypt-today-bias-credibility/,18,0
Egyptian Streets,egyptianstreets.com,https://mediabiasfactcheck.com/egyptian-streets/,-10,0
EJ Insight,ejinsight.com,https://mediabiasfactcheck.com/ej-insight-eji/,-4,2
El Pais,elpais.com,https://mediabiasfactcheck.com/el-pais/,-6,2
El Paso Times,elpasotimes.com,https://mediabiasfactcheck.com/el-paso-times/,-6,2
Electoral-Vote.com,electoral-vote.com,https://mediabiasfactcheck.com/electoral-vote-com/,-17,2
Electronic Frontier Foundation,eff.org,https://mediabiasfactcheck.com/electronic-frontier-foundation/,-6,2
Electronic Intifada,electronicintifada.net,https://mediabiasfactcheck.com/electronic-intifada/,-23,1
Elisabeth Parker,elisabethparker.com,https://mediabiasfactcheck.com/elisabeth-parker/,-24,2
Elite Daily,elitedaily.com,https://mediabiasfactcheck.com/elite-daily/,-16,0
Elko Daily Free Press,elkodaily.com,https://mediabiasfactcheck.com/elko-daily-free-press/,1,2
Embols,embols.com,https://mediabiasfactcheck.com/embols/,-13,-1
Emirates 24/7,emirates247.com,https://mediabiasfactcheck.com/emirates-247/,12,0
Empty Wheel,emptywheel.net,https://mediabiasfactcheck.com/empty-wheel/,-13,2
En-volve,en-volve.com,https://mediabiasfactcheck.com/en-volve/,32,-2
Encyclopedia Britannica,britannica.com,https://mediabiasfactcheck.com/encyclopedia-britannica/,0,2
End Time Headlines,endtimeheadlines.org,https://mediabiasfactcheck.com/end-time-headlines/,26.6,-1
Ending the Fed,endingthefed.com,https://mediabiasfactcheck.com/ending-the-fed-news/,32,-1
Energy Citizens,energycitizens.org,https://mediabiasfactcheck.com/energy-citizens/,24,0
Engadget,engadget.com,https://mediabiasfactcheck.com/engadget/,-10,2
ENH Live,enhlive.com,https://mediabiasfactcheck.com/enh-live/,29,-1
Entertainment Weekly,ew.com,https://mediabiasfactcheck.com/entertainment-weekly/,-8,2
Environmental Working Group (EWG),ewg.org,https://mediabiasfactcheck.com/environmental-working-group-ewg/,-7.5,0
Erie Times-News,goerie.com,https://mediabiasfactcheck.com/erie-times-news/,-3,2
ERR News (Estonia Public Broadcasting),news.err.ee,https://mediabiasfactcheck.com/err-news-estonia-public-broadcasting/,1,2
Esquire Magazine,esquire.com,https://mediabiasfactcheck.com/esquire-magazine/,-22,1
Ethics & Religious Liberty Commission,erlc.com,https://mediabiasfactcheck.com/ethics-religious-liberty-commission-erlc/,25,0
Ethics and Public Policy Center (EPPC),eppc.org,https://mediabiasfactcheck.com/ethics-public-policy-center-eppc/,14,2
EU Observer,euobserver.com,https://mediabiasfactcheck.com/eu-observer/,-9,2
EurActiv,euractiv.com,https://mediabiasfactcheck.com/euractiv/,-14,2
Eurasia Group,eurasiagroup.net,https://mediabiasfactcheck.com/eurasia-group/,-7,2
Eurasia Review,eurasiareview.com,https://mediabiasfactcheck.com/eurasia-review/,-3,2
EurekaAlert,eurekalert.org,https://mediabiasfactcheck.com/eurekaalert/,0,3
Euromaidan Press,euromaidanpress.com,https://mediabiasfactcheck.com/euromaidan-press/,-7,2
Euronews,euronews.com,https://mediabiasfactcheck.com/euronews/,-7,2
Every CRS Report,everycrsreport.com,https://mediabiasfactcheck.com/every-crs-report/,0,3
Everyday Feminism,everydayfeminism.com,https://mediabiasfactcheck.com/everyday-feminism/,-19,0
Everyday Health,everydayhealth.com,https://mediabiasfactcheck.com/everyday-health-science-credible/,0,2
Everytown for Gun Safety,everytownresearch.org,https://mediabiasfactcheck.com/everytown-for-gun-safety/,-20,0
Evonomics,evonomics.com,https://mediabiasfactcheck.com/evonomics/,-21,2
Examine.com,examine.com,https://mediabiasfactcheck.com/examine-com/,0,3
Exposing Government,exposinggovernment.com,https://mediabiasfactcheck.com/exposing-government/,32,-1
Exposing the Truth,exposingtruth.com,https://mediabiasfactcheck.com/exposing-the-truth/,-8,2
ExtraNewsFeed,extranewsfeed.com,https://mediabiasfactcheck.com/extranewsfeed/,-23,1
Fact Check,factcheck.org,https://mediabiasfactcheck.com/factcheck/,0,3
Fact Checking Turkey,factcheckingturkey.com,https://mediabiasfactcheck.com/fact-checking-turkey/,25,0
Fact/Myth,factmyth.com,https://mediabiasfactcheck.com/factmyth/,-7,2
Factbox.TV,factbox.tv,https://mediabiasfactcheck.com/factbox-tv/,-13,2
Facts and Logic about the Middle East,factsandlogic.org,https://mediabiasfactcheck.com/facts-and-logic-about-the-middle-east-flame/,25,0
Facts Wanted,factswanted.com, https://mediabiasfactcheck.com/facts-wanted/,16,0
FactsCan,factscan.ca,https://mediabiasfactcheck.com/factscan/,0,3
Factwire News Agency,factwire.org,https://mediabiasfactcheck.com/factwire-news-agency/,0,2
Fair Observer,fairobserver.com,https://mediabiasfactcheck.com/fair-observer/,-2,2
Fairness and Accuracy in Reporting,fair.org,https://mediabiasfactcheck.com/fairness-accuracy-in-reporting-fair/,-11,2
FairVote,fairvote.org,https://mediabiasfactcheck.com/fairvote/,-7,2
Faith Family America,faithfamilyamerica.com,https://mediabiasfactcheck.com/faith-family-america/,12,2
FaithWire,faithwire.com,https://mediabiasfactcheck.com/faithwire/,24,0
Fake Hate Crimes,fakehatecrimes.org,https://mediabiasfactcheck.com/fake-hate-crimes/,23,0
Family Research Council,frc.org,https://mediabiasfactcheck.com/family-research-council/,32,-1
Family Security Matters,familysecuritymatters.org,https://mediabiasfactcheck.com/family-security-matters/,29,0
Family Survival Headlines,familysurvivalheadlines.com,https://mediabiasfactcheck.com/family-survival-headlines/,27,0
Far Left Watch,farleftwatch.com,https://mediabiasfactcheck.com/far-left-watch/,26,0
Fars News,en.farsnews.com,https://mediabiasfactcheck.com/fars-news/,-11,0
Fast Company,fastcompany.com,https://mediabiasfactcheck.com/fast-company-magazine/,-9,2
FBNewsCycle,fbnewscycle.com,https://mediabiasfactcheck.com/fbnewscycle/,29,-1
Federal News Network,federalnewsnetwork.com,https://mediabiasfactcheck.com/federal-news-radio/,0,2
Federal Times,federaltimes.com,https://mediabiasfactcheck.com/federal-times/,0,2
Federalist Nation,federalistnation.com,https://mediabiasfactcheck.com/federalist-nation/,32,-1
Federalist Press,federalistpress.com,https://mediabiasfactcheck.com/federalist-press/,27,0
Federalist Society,fedsoc.org,https://mediabiasfactcheck.com/federalist-society/,23,0
Federalist Tribune,federalisttribune.com,https://mediabiasfactcheck.com/federalist-tribune/,29,-1
Federation of American Scientists,fas.org,https://mediabiasfactcheck.com/federation-of-american-scientists-fas/,0,2
Fellowship of the Minds,fellowshipoftheminds.com,https://mediabiasfactcheck.com/fellowship-of-the-minds/,27.2,-1
Feminist Current,feministcurrent.com,https://mediabiasfactcheck.com/feminist-current/,-17,2
Feministing,feministing.com,https://mediabiasfactcheck.com/feministing/,-23,0
Feminst Frequency,feministfrequency.com,https://mediabiasfactcheck.com/feminist-frequency/,-6,2
Fifth Column News,thefifthcolumnnews.com,https://mediabiasfactcheck.com/fifth-column-news/,-21,0
Fifth Estate,fifthestate.org,https://mediabiasfactcheck.com/fifth-estate/,-20,2
Fight for the Future,fightforthefuture.org,https://mediabiasfactcheck.com/fight-for-the-future/,-12,2
Filming Cops,filmingcops.com,https://mediabiasfactcheck.com/filming-cops/,-22,0
Financial Express,financialexpress.com,https://mediabiasfactcheck.com/financial-express/,12,0
Financal Times,ft.com,https://mediabiasfactcheck.com/financial-times/,1,2
Financial Post,business.financialpost.com,https://mediabiasfactcheck.com/financial-post/,9,1
Firearms News,firearmsnews.com,https://mediabiasfactcheck.com/firearms-news/,16,2
First Draft News,firstdraftnews.org,https://mediabiasfactcheck.com/first-draft-news/,-2,2
First in Freedom Daily,firstinfreedomdaily.com,https://mediabiasfactcheck.com/first-freedom-daily/,25,0
First Post,firstpost.com,https://mediabiasfactcheck.com/first-post/,4.5,1
First Things Magazine,firstthings.com,https://mediabiasfactcheck.com/first-things-magazine/,21,0
FitsNews,fitsnews.com,https://mediabiasfactcheck.com/fitsnews/,12,1
FivethirtyEight,fivethirtyeight.com,https://mediabiasfactcheck.com/fivethirtyeight/,-6,2
Flash News Corner,flashnewscorner.com,https://mediabiasfactcheck.com/flash-news-corner/,33,-1
Flex Mag,usafortrumponline.com,https://mediabiasfactcheck.com/flex-mag/,33,-1
Florida Times Union,jacksonville.com,https://mediabiasfactcheck.com/florida-times-union/,-3,2
Focus on the Family,focusonthefamily.com,https://mediabiasfactcheck.com/focus-on-the-family/,29,-1
Food and Water Watch,foodandwaterwatch.org,https://mediabiasfactcheck.com/food-and-water-watch/,-24,0
Food Babe,foodbabe.com,https://mediabiasfactcheck.com/food-babe/,5.4,0
Forbes,forbes.com,https://mediabiasfactcheck.com/forbes/,13,1
Foreign Affairs,foreignaffairs.com,https://mediabiasfactcheck.com/foreign-affairs/,4,2
Foreign Policy,foreignpolicy.com,https://mediabiasfactcheck.com/foreign-policy/,3,2
Foreign Policy in Focus,fpif.org,https://mediabiasfactcheck.com/foreign-policy-focus/,-8,2
Foreign Policy Initiative,foreignpolicyi.org,https://mediabiasfactcheck.com/foreign-policy-initiative/,16,0
Foreign Policy Journal,foreignpolicyjournal.com,https://mediabiasfactcheck.com/foreign-policy-journal/,-24,0
Foreign Policy News,foreignpolicynews.org,https://mediabiasfactcheck.com/foreign-policy-news/,-21,0
Foreign Policy Research Institute,fpri.org,https://mediabiasfactcheck.com/foreign-policy-research-institute/,14,2
Fort Bend Herald,fbherald.com,https://mediabiasfactcheck.com/fort-bend-herald/,12,2
Fort Myers News-Press,news-press.com,https://mediabiasfactcheck.com/fort-myers-news-press/,-6,2
Fort Worth Weekly,fwweekly.com,https://mediabiasfactcheck.com/fort-worth-weekly/,-12,2
Fortnightly Review,fortnightlyreview.co.uk,https://mediabiasfactcheck.com/fortnightly-review/,14,2
Fortune Magazine,fortune.com,https://mediabiasfactcheck.com/fortune-magazine/,8,2
Forward Progressives,forwardprogressives.com,https://mediabiasfactcheck.com/forward-progressives/,-24,2
Foundation for Defense of Democracies,defenddemocracy.org,https://mediabiasfactcheck.com/foundation-defense-democracies/,21,2
Foundation for Economic Education,fee.org,https://mediabiasfactcheck.com/foundation-for-economic-education/,13,0
Fox News,foxnews.com,https://mediabiasfactcheck.com/fox-news/,23,0
France 24,france24.com,https://mediabiasfactcheck.com/france24/,-4,2
Franklin News Foundation,franklinnews.org,https://mediabiasfactcheck.com/franklin-center-for-government-and-public-integrity/,14,0
Fraser Institute,fraserinstitute.org,https://mediabiasfactcheck.com/fraser-institute/,12,0
Freakonomics,freakonomics.com,https://mediabiasfactcheck.com/freakonomics-radio/,-9,2
Freakout Nation,freakoutnation.com,https://mediabiasfactcheck.com/freakout-nation/,-31,-1
Free Patriot Post,freepatriotpost.com,https://mediabiasfactcheck.com/free-patriot-post/,33,-1
Free Press,freepress.org,https://mediabiasfactcheck.com/free-press-2/,-25,2
Free Rein News,frnewsreport.com,https://mediabiasfactcheck.com/free-rein-report/,-26,2
Free Republic,freerepublic.com,https://mediabiasfactcheck.com/free-republic/,24,0
PoliticsOnline.net,politicsonline.net,https://mediabiasfactcheck.com/free-speech-time/,32,-1
Free Thought Project,thefreethoughtproject.com,https://mediabiasfactcheck.com/free-thought-project/,-3.1,-1
Free West Media,freewestmedia.com,https://mediabiasfactcheck.com/free-west-media/,23,0
Free Wheel Media,freewheelus.com,https://mediabiasfactcheck.com/free-wheel-media/,-2,2
Freedom Alliance,freedomalliance.org,https://mediabiasfactcheck.com/freedom-alliance-bias-rating/,5,2
Freedom Crossroads,freedomcrossroads.com,https://mediabiasfactcheck.com/freedom-crossroads/,23,0
Freedom Daily,freedomdaily.com,https://mediabiasfactcheck.com/freedom-daily/,32,-1
Freedom From Religion Foundation,ffrf.org,https://mediabiasfactcheck.com/freedom-religion-foundation-ffrf/,-18,0
Freedom House,freedomhouse.org,https://mediabiasfactcheck.com/freedom-house/,9,2
Freedom Liberty News,freedomlibertynews.com,https://mediabiasfactcheck.com/freedom-liberty-news/,32,-1
Freedom News and Journal,freedomnews.org.uk,https://mediabiasfactcheck.com/freedom-news-and-journal/,-25,2
Freedom News Report,freedomnewsreport.com,https://mediabiasfactcheck.com/freedom-news-report/,26,0
Freedom's Final Stand,freedomsfinalstand.com,https://mediabiasfactcheck.com/freedoms-final-stand/,32,-1
FreedomProject Media,freedomproject.com,https://mediabiasfactcheck.com/freedomproject-media/,31,-1
FreedomWorks,freedomworks.org,https://mediabiasfactcheck.com/freedom-works/,23,0
Fresh News USA,theusa-news.com,https://mediabiasfactcheck.com/fresh-news-usa/,31,-1
Fresno Bee,fresnobee.com,https://mediabiasfactcheck.com/fresno-bee/,-9,2
Front Page Live,frontpagelive.com,https://mediabiasfactcheck.com/front-page-live/,-24,1
Frontiers,frontiersin.org,https://mediabiasfactcheck.com/frontiers/,0,0
Frontiers of Freedom,ff.org,https://mediabiasfactcheck.com/frontiers-of-freedom/,22,0
FrontPage Magazine,frontpagemag.com,https://mediabiasfactcheck.com/frontpage-magazine/,29,-1
FSTv (Freespeech.org),freespeech.org,https://mediabiasfactcheck.com/fstv-freespeech-org/,-21,0
Full Fact UK,fullfact.org,https://mediabiasfactcheck.com/full-fact-uk/,-4,2
Fury News,fury.news,https://mediabiasfactcheck.com/fury-news/,33,-2
Fusion,fusion.tv,https://mediabiasfactcheck.com/fusion/,-12,2
Future in America,ourfutureinamerica.org,https://mediabiasfactcheck.com/future-in-america/,27,0
Futurism,futurism.com,https://mediabiasfactcheck.com/futurism/,0,2
FWD Now,fwdnow.com,https://mediabiasfactcheck.com/fwd-now/,-30,0
Gallup,news.gallup.com,https://mediabiasfactcheck.com/gallup/,-1,3
Gatestone Institute,gatestoneinstitute.org,https://mediabiasfactcheck.com/gatestone-institute/,28,0
Gay Star News,gaystarnews.com,https://mediabiasfactcheck.com/gay-star-news/,-13,2
GBTimes,gbtimes.com,https://mediabiasfactcheck.com/gbtimes/,-1,0
Gears of Biz,gearsofbiz.com,https://mediabiasfactcheck.com/gears-of-biz/,-3,2
Geek.com,geek.com,https://mediabiasfactcheck.com/geek-com/,-1,2
Geller Report,gellerreport.com,https://mediabiasfactcheck.com/geller-report/,32,-1
Genetic Engineering and Biotechnology News (GEN),genengnews.com,https://mediabiasfactcheck.com/genetic-engineering-and-biotechnology-news-gen/,0,2
Genetic Literacy Project,geneticliteracyproject.org,https://mediabiasfactcheck.com/genetic-literacy-project/,0,2
Geopolitics Alert,geopoliticsalert.com,https://mediabiasfactcheck.com/geopolitics-alert/,-19,0
Get Religion,getreligion.org,https://mediabiasfactcheck.com/get-religion/,23,0
Ghost.Report,ghost.report,https://mediabiasfactcheck.com/ghost-report/,24,0
Girls Just Wanna Have guns,girlsjustwannahaveguns.com,https://mediabiasfactcheck.com/girls-just-wanna-have-guns/,29,-1
Gizmodo,gizmodo.com,https://mediabiasfactcheck.com/gizmodo/,-18,2
Glamour Magazine,glamour.com,https://mediabiasfactcheck.com/glamour-magazine/,-12,2
Global Citizen,globalcitizen.org,https://mediabiasfactcheck.com/global-citizen/,-9,2
Global Healing Center,globalhealingcenter.com,https://mediabiasfactcheck.com/global-healing-center/,8.2,0
Global Info Today,globalinfotoday.com,https://mediabiasfactcheck.com/global-info-today/,31,-1
Global Integrity,globalintegrity.org,https://mediabiasfactcheck.com/global-integrity/,1,2
Global News,globalnews.ca,https://mediabiasfactcheck.com/global-news/,-6,2
Global Politics Now,globalpoliticsnow.com,https://mediabiasfactcheck.com/global-politics-now/,32,-1
Global Post,pri.org,https://mediabiasfactcheck.com/global-post/,-8,2
Global Research,globalresearch.ca,https://mediabiasfactcheck.com/global-research/,5.4,-1
Global Risk Insights,globalriskinsights.com,https://mediabiasfactcheck.com/global-risk-insights-gri/,-5,2
Global Slavery Index,globalslaveryindex.org,https://mediabiasfactcheck.com/global-slavery-index/,0,2
Global Times,globaltimes.cn,https://mediabiasfactcheck.com/global-times-china/,-18,0
Global Voices,globalvoices.org,https://mediabiasfactcheck.com/global-voices/,-16,2
Globe Gazette (Iowa),globegazette.com,https://mediabiasfactcheck.com/globe-gazette-iowa/,-2,2
Globe Today,globetoday.com,https://mediabiasfactcheck.com/globe-today/,-20,0
GOD Good Lord Above,thegoodlordabove.com,https://mediabiasfactcheck.com/god-good-lord-above/,-26,0
Godfather Politics,godfatherpolitics.com,https://mediabiasfactcheck.com/godfather-politics/,31,0
Gone Left,goneleft.com,https://mediabiasfactcheck.com/gone-left/,-32,-1
Good Magazine,good.is,https://mediabiasfactcheck.com/good-magazine/,-21,2
GoodGopher,goodgopher.com,https://mediabiasfactcheck.com/goodgopher/,22,-2
GoodNewsNetwork,goodnewsnetwork.org,https://mediabiasfactcheck.com/goodnewsnetwork/,1,2
Google News,news.google.com,https://mediabiasfactcheck.com/google-news/,-14,2
GOP Watchdog,thegopwatchdog.com,https://mediabiasfactcheck.com/gop-watchdog/,-30,-1
Republican National Committee (RNC),gop.com,https://mediabiasfactcheck.com/gop-com/,23,0
GOPOPALPYSE,gopocalypse.org,https://mediabiasfactcheck.com/gopocalypse/,-26,0
GOPUSA,gopusa.com,https://mediabiasfactcheck.com/gopusa/,26,0
Got Questions,gotquestions.org,https://mediabiasfactcheck.com/got-questions-gotquestions-org/,22.8,-1
GotNews,gotnews.com,https://mediabiasfactcheck.com/gotnews/,31,-1
Governing Magazine,governing.com,https://mediabiasfactcheck.com/governing-magazine/,-6,2
Government Accountability Office (GAO),gao.gov,https://mediabiasfactcheck.com/us-government-accountability-office-gao/,0,2
Government Accountablity Institute,g-a-i.org,https://mediabiasfactcheck.com/government-accountability-institute/,23,0
Government Executive,govexec.com,https://mediabiasfactcheck.com/government-executive/,-7,2
GovTrack,govtrack.us,https://mediabiasfactcheck.com/govtrack/,0,2
GQ Magazine,gq.com,https://mediabiasfactcheck.com/gq-magazine/,-17,2
Grabien News,news.grabien.com,https://mediabiasfactcheck.com/grabien-news/,23,0
Grasping Reality With Both Hands: Bradford Delong,bradford-delong.com,https://mediabiasfactcheck.com/grasping-reality-hands-bradford-delong/,-19,2
Great American Politics,greatamericanpolitics.com,https://mediabiasfactcheck.com/great-american-politics/,27,0
Great American Republic,greatamericanrepublic.com,https://mediabiasfactcheck.com/great-american-republic-bias-credibility-fake-news/,31,-1
Great Falls Tribune,greatfallstribune.com,https://mediabiasfactcheck.com/great-falls-tribune/,-2,2
Greeley Tribune,greeleytribune.com,https://mediabiasfactcheck.com/greeley-tribune/,9,2
Green Bay Press-Gazette,greenbaypressgazette.com,https://mediabiasfactcheck.com/green-bay-press-gazette/,2,2
Green Left Weekly,greenleft.org.au,https://mediabiasfactcheck.com/green-left-weekly/,-24,0
Greenpeace,greenpeace.org,https://mediabiasfactcheck.com/greenpeace/,-19.3,0
Greensboro News and Record,greensboro.com,https://mediabiasfactcheck.com/greensboro-news-and-record/,-9,2
Greentech Media,greentechmedia.com,https://mediabiasfactcheck.com/greentech-media/,-10,2
Greenville Gazette,greenvillegazette.com,https://mediabiasfactcheck.com/greenville-gazette/,-27,-1
Greenville News,greenvilleonline.com,https://mediabiasfactcheck.com/greenville-news/,-2,2
Grist,grist.org,https://mediabiasfactcheck.com/grist/,-12,2
Grit Post,gritpost.com,https://mediabiasfactcheck.com/grit-post/,-19,2
Groopspeak,news.groopspeak.com,https://mediabiasfactcheck.com/groopspeak/,-26,0
Group of Thirty,group30.org,https://mediabiasfactcheck.com/group-of-thirty/,1,2
Guardian Liberty Voice,guardianlv.com,https://mediabiasfactcheck.com/guardian-liberty-voice/,-23,1
Guardians of Democracy,theguardiansofdemocracy.com,https://mediabiasfactcheck.com/guardians-of-democracy/,-27,0
Guerrilla News,guerrilla.news,https://mediabiasfactcheck.com/guerrilla-news/,27,0
Guido Fawkes,order-order.com,https://mediabiasfactcheck.com/guido-fawkes/,26,0
Gulf News,gulfnews.com,https://mediabiasfactcheck.com/gulf-news/,9,0
Gun Violence Archive,gunviolencearchive.org,https://mediabiasfactcheck.com/gun-violence-archive/,-6,2
Guns.com,guns.com,https://mediabiasfactcheck.com/guns-com/,9,2
Haaretz,haaretz.com,https://mediabiasfactcheck.com/haaretz/,-17,2
Handford Sentinel,hanfordsentinel.com,https://mediabiasfactcheck.com/hanford-sentinel-bias-rating/,-2,2
Hang The Bankers,hangthebankers.com,https://mediabiasfactcheck.com/hang-the-bankers/,30,-1
Happy Foxie,happy-foxie.com,https://mediabiasfactcheck.com/happy-foxie/,-26,0
Hard News,hardnews.network,https://mediabiasfactcheck.com/hard-news/,29,0
Harpers,harpers.org,https://mediabiasfactcheck.com/harpers/,-7,2
Hartford Courant,courant.com,https://mediabiasfactcheck.com/the-hartford-courant/,-11,2
Harvard Business Review,hbr.org,https://mediabiasfactcheck.com/harvard-business-review/,-2,2
Harvard Gazette,news.harvard.edu,https://mediabiasfactcheck.com/harvard-gazette/,-3,2
Harvard Political Review,harvardpolitics.com,https://mediabiasfactcheck.com/harvard-political-review/,-7,2
Hastings Tribune,hastingstribune.com,https://mediabiasfactcheck.com/hastings-tribune/,-1,2
